,Class,Permission,apk
701,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.USES_POLICY_FORCE_LOCK', 'android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SMS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",d41e22162b0742bb7c7ebd63d7b6805a1af3f0f911bbc740b467ad41e9c60349.apk
702,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.CALL_PHONE', 'android.permission.READ_SMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WRITE_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_LOGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",d4403405e4c685593879186b91d6b0f57b1568c6c94db23888cf3d790ba42138.apk
703,Banking,"['android.permission.UPDATE_APP_OPS_STATS', 'android.permission.VIBRATE', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WRITE_CALL_LOG', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.GET_TASKS', 'android.permission.READ_CALL_LOG', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES']",d446eb3ecc3b2db82129c3280f20e0e02132633aca43cb24f3ca66a0a4c12e56.apk
704,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.CALL_PHONE', 'android.permission.READ_SMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WRITE_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_LOGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",d486c8189c16ee0d80599c0c6e207915091c85e54aa6613d0ccadecc88907dd4.apk
705,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.DISABLE_KEYGUARD', 'android.permission.GET_TASKS', 'android.permission.WRITE_SMS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",d4e175044db1aa49fa7df986689de46a1546a19968a4d40d27102b609fd62375.apk
706,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_CONTACTS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.READ_SMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SMS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'com.android.alarm.permission.SET_ALARM']",d51599b0f9e62cdcd94dd4f019aec0e2ca707c36062e4ad9330cc8002bae77c3.apk
707,Banking,"['android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES']",d52869789bc7949f09a4f8bde8d43962d846e3c571f17bda1100239f0dcf75bd.apk
708,Banking,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",d539846016f15e154794ca507a42408a941fe16cb7bf2bdf83a05c9921088443.apk
709,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",d55e80654f49eae9f57bebfbb2b0abe5ce98bdd486dca270868c8fd2cbc7abdd.apk
710,Banking,"['android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES']",d55f29270aab218b4c769e0aae401bd3bbab58594ee9b338d9f5e5423cc3eef9.apk
711,Banking,"['android.permission.ACCESS_FINE_LOCATION', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",d55fa7e786e0b1d055ad1fb34f785ec9b435d11ac33af784d4c1a161d860ccd7.apk
712,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.CALL_PHONE', 'android.permission.READ_CALL_LOG', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WRITE_CALL_LOG', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS']",d576d08716cf12d6af2988ff188187bf4d1936dfcf32498840a329af1d8aaa32.apk
713,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.MOUNT_FORMAT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",d5928a3c9bf517daf7f96dd49024d2fe3c243551dc256ed4bb07763ce68bd806.apk
714,Banking,"['android.permission.UPDATE_DEVICE_STATS', 'android.permission.DISABLE_KEYGUARD', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.REORDER_TASKS', 'android.permission.INTERNAL_SYSTEM_WINDOW', 'android.permission.DEVICE_POWER', 'android.permission.WRITE_APN_SETTINGS', 'android.permission.WRITE_SECURE', 'android.permission.READ_PHONE_STATE', 'android.permission.ADD_SYSTEM_SERVICE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.BROADCAST_STICKY', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.STATUS_BAR', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BROADCAST_SMS', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.READ_SMS', 'android.permission.BROADCAST_WAP_PUSH', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",d59780e970ec7e82e2e7ce05c1f580d28e84eedac6578739ea925e15b42f1005.apk
715,Banking,"['android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES']",d5d80c85e137a37ba8a091ca5dc0348aaa5407dd657ffe08905aae01a61a0502.apk
716,Banking,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET']",d611c453d0042108d8a4ab18e61296c6f69f9ecdca7b3871d889a5dc3eaa0e93.apk
717,Banking,"['android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES']",d61b23e567683bc7298e1404c68a0fac6480e14711b2f69ea6c83d4cc81da94d.apk
718,Banking,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET']",d6481456403df8f15d7d0b64c03c136b1ff5e41dd779871649d3c47b30701c67.apk
719,Banking,"['android.permission.DISABLE_KEYGUARD', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.RECEIVE_SMS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",d673b83a68dcf0fe56778a88244834376ec326f51113a3312203e0e2486a2e7a.apk
720,Banking,"['android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.WRITE_EXTERNAL_STORAGE']",d675d7e4c2e8693cd338bb04c13ed1535d7fdc3f35da43cf10ae78f28c71442e.apk
721,Banking,"['android.permission.DISABLE_KEYGUARD', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.CHANGE_WIFI_STATE', 'com.sec.android.app.sbrowser.operatorbookmarks.permission.READ_HISTORY_BOOKMARKS', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.BROADCAST_PACKAGE_REPLACED', 'android.permission.USE_CREDENTIALS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.BROADCAST_PACKAGE_ADDED', 'android.permission.PROCESS_INCOMING_CALLS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BROADCAST_PACKAGE_INSTALL', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.GET_TASKS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_USER_DICTIONARY', 'android.permission.CHANGE_NETWORK_STATE']",d67ff5328ef8c07d7e25cb0011f04405ddd0e93be9e18ee313b6736430686285.apk
722,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.MOUNT_FORMAT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",d6b2953e626c42bc362193e4ccd959e02831378b8238e565abb95691c9edead3.apk
723,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_SMS', 'android.permission.SEND_SMS']",d6c484c439fec863eb26615dbb62b6aed0c317ad56ab4a087f612abbbd29ed62.apk
724,Banking,"['android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.CALL_PHONE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.DELETE_PACKAGES', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_UPDATES', 'android.permission.READ_CONTACTS', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_LOGS', 'android.permission.CALL_PRIVILEGED', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_CALL_LOG', 'com.google.android.c2dm.permission.RECEIVE', 'com.gamepath.indicraft.permission.C2D_MESSAGE', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED']",d6ce85a6168ced13fef38ec8630ff2e41452e5b2b767a8a0f20b3239ff2e7c0d.apk
725,Banking,"['android.permission.DISABLE_KEYGUARD', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.GET_TASKS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",d6dd979cf88eb7e075d43d547f7a467692192808d0b2eeee253f4d943d02d6aa.apk
726,Banking,"['android.permission.DISABLE_KEYGUARD', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.CHANGE_WIFI_STATE', 'com.sec.android.app.sbrowser.operatorbookmarks.permission.READ_HISTORY_BOOKMARKS', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.BROADCAST_PACKAGE_REPLACED', 'android.permission.USE_CREDENTIALS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.BROADCAST_PACKAGE_ADDED', 'android.permission.PROCESS_INCOMING_CALLS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BROADCAST_PACKAGE_INSTALL', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.GET_TASKS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_USER_DICTIONARY', 'android.permission.CHANGE_NETWORK_STATE']",d71d7680ad9e75f3f65e52ae47ce9f646eb77108f5dca5b5ecb9281be07f18f8.apk
727,Banking,"['android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES']",d78ca5f002c7ff23e2435527d8aa5622f463e9a7b6b1a6630acc25608344a881.apk
728,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",d7dd0b322ea3b5727da08155cb99534dc30662bb213004e660ee8f285ab7e419.apk
729,Banking,"['android.permission.UPDATE_DEVICE_STATS', 'android.permission.DISABLE_KEYGUARD', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.REORDER_TASKS', 'android.permission.INTERNAL_SYSTEM_WINDOW', 'android.permission.DEVICE_POWER', 'android.permission.WRITE_APN_SETTINGS', 'android.permission.WRITE_SECURE', 'android.permission.READ_PHONE_STATE', 'android.permission.ADD_SYSTEM_SERVICE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.BROADCAST_STICKY', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.STATUS_BAR', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BROADCAST_SMS', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.READ_SMS', 'android.permission.BROADCAST_WAP_PUSH', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",d7e112f24c6810b465fd47aef60c08a8982cd408261c1ace1168a1c46727d362.apk
730,Banking,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET']",d816c24021da7e3f603e05904e16767be1ae873f15da0365e49bc6e3d83392c2.apk
731,Banking,"['android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.USES_POLICY_FORCE_LOCK', 'android.permission.GET_TASKS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",d82741d13f5befed00cd8c06ebe807f404866b4080bef4f9f7364dc2b163bf8c.apk
